sentence_id,text,label
90f70ecb-7cad-4845-9a87-90249e253ba0_gen,"Yes, ma'am. Is it still available?",IS_THE_VEHICLE_AVAILABLE
be3f4751-7858-41e0-965f-70f35b6e143e_gen,"Hi,  I was wondering about the status of your BRZ.",IS_THE_VEHICLE_AVAILABLE
6490d5c5-7ccc-41cd-a706-07f172f652da_gen,"I just want to know, I reserved a car a while ago and now I am unable to view it or purcchase it.",IS_THE_VEHICLE_AVAILABLE
e3a4552e-b858-421c-ad14-cb5c4d2c9596_gen,Is it available for $35k ?,IS_THE_VEHICLE_AVAILABLE
7a88d8fb-f8a2-4dad-9fae-f1d285c265b6_gen,"Hello, I was wondering if the GTI is sitll available?",IS_THE_VEHICLE_AVAILABLE
25d1c4d7-2fa0-47cb-b534-6d95013f8fb0_gen,When will stock # xxxxxxxxxx become available for purchase?,IS_THE_VEHICLE_AVAILABLE
930596cd-5eb7-4ff2-b490-d05f35c3a0b5_gen,Is it still for sale?,IS_THE_VEHICLE_AVAILABLE
b03bac38-c9a6-4ed3-b160-8d20596fec37_gen,Yes - where is it located and is it still available?,IS_THE_VEHICLE_AVAILABLE
87546762-c8f8-4291-a176-63f59aaae186_gen,Is the car in my shopping cart still available,IS_THE_VEHICLE_AVAILABLE
c3772eb7-5aa1-4c27-afd5-0c358d389d9a_gen,is this audi accounted for?,IS_THE_VEHICLE_AVAILABLE
782e9a20-7d84-4a39-8d48-e016e61a4c01_gen,is this jetta still available,IS_THE_VEHICLE_AVAILABLE
78949ea3-6cbd-44bf-b009-f5c4c5afcbc4_gen,I'm confused - I thought it was NOT available?,IS_THE_VEHICLE_AVAILABLE
b4802d45-9432-4c3d-9f17-219b5b20c398_gen,is this corvette available?,IS_THE_VEHICLE_AVAILABLE
b963d849-fc6e-4efc-83c3-cfd4b4b64bee_gen,So it won't be available until tomorrow?,IS_THE_VEHICLE_AVAILABLE
d1061cc6-4114-4695-9fe5-9c385e7b48d8_gen,I would like to know if this RAV4 (stock #D91454A) is still available.,IS_THE_VEHICLE_AVAILABLE
b2137fd4-396a-4e1f-ae3c-245cc2a75a88_gen,I just wanted to check if this car is still available for sale,IS_THE_VEHICLE_AVAILABLE
8e913602-7bae-4b46-8c48-2bc0b907cff7_gen,Just checking to see if this 2015 Toyota Avalon hybrid is still available??,IS_THE_VEHICLE_AVAILABLE
b584f911-f4e4-4599-97ba-3fc7fbe722ee_gen,No I saw it was sold already,IS_THE_VEHICLE_AVAILABLE
87acbad6-09e3-42ed-bf7a-a7336b45ea83_gen,buy a car tjats pending,IS_THE_VEHICLE_AVAILABLE
1c911650-e8e3-452d-bac8-388306b8a21a_gen,Please inform if vehicle is still available for sale.,IS_THE_VEHICLE_AVAILABLE
72912c89-82ea-47f5-aba6-eec8936d5de5_gen,"Hello, I'm interested in the Outback. Still have it? ",IS_THE_VEHICLE_AVAILABLE
81809dda-ba7e-430f-a8d9-feeceebe1417_gen,"Yes, is it available?",IS_THE_VEHICLE_AVAILABLE
fe4e66f6-a1a8-4e64-8922-58d5304f1eba_gen,"Is this SUV [2013 Lexus RX 350w/Premium Pkg 53,614 miles available to test drive in the Phoenix area?",IS_THE_VEHICLE_AVAILABLE
bec47b09-d9b6-4eec-8e89-2a4ae4099ae1_gen,Just checking to see if the 2013 was still available.,IS_THE_VEHICLE_AVAILABLE
4ae02ab4-67f0-45ea-865d-d6f8c08c833d_gen,is this car still for sale?,IS_THE_VEHICLE_AVAILABLE
cb1a45d7-8757-4587-9347-ff5db1372f13_gen,At the top I notice that it says this vehicle is currently unavailable to purchase?,IS_THE_VEHICLE_AVAILABLE
ee640a1d-fb44-4ad0-904f-3e1107415acc_gen,"Is the 2012 nissan sentra with xxxxx miles still available, with no purchase pending?",IS_THE_VEHICLE_AVAILABLE
f9f29d40-5d93-4a0d-9acd-f1826218f39f_gen,Is your car still for sale?,IS_THE_VEHICLE_AVAILABLE
4f397d3b-af31-4d1c-addc-3f728bdd5567_gen,Is that available,IS_THE_VEHICLE_AVAILABLE
853a648e-f255-48d8-85de-7db8fab2595e_gen,"When I click the link, no similar Vans are available.",IS_THE_VEHICLE_AVAILABLE
5c477fe8-baa1-4a75-82b8-86071ab2b6c9_gen,Is the bronze unit available?,IS_THE_VEHICLE_AVAILABLE
715f1657-a137-496c-a685-2e3dca6b03ad_gen,"Hello, I was wondering if this vehicle is pending purchase, or if it's still available.",IS_THE_VEHICLE_AVAILABLE
1eb16be0-829b-43e1-a2a9-ad977fe97c7a_gen,thanks let me know if it has been sold off already,IS_THE_VEHICLE_AVAILABLE
3f1026a2-e277-45b0-bef0-cd26d2046e1c_gen,Still available?,IS_THE_VEHICLE_AVAILABLE
8178c37e-ca69-42dd-86e4-68103a2ac1d3_gen,It looks like the model x is gone already.,IS_THE_VEHICLE_AVAILABLE
0ea80c58-c832-4a98-9662-873f251a180e_gen,Thx Tony I'd imagine there be some type of waiting list since these are basically collector vehicles ..,IS_THE_VEHICLE_AVAILABLE
bc0116a9-5ec3-4764-bbc4-c24981eee659_gen,I guess someone is trying to buy it?,IS_THE_VEHICLE_AVAILABLE
f6f64e4e-f84a-4efb-80bc-2c335a17edef_gen,"Actually, Is this one still available?",IS_THE_VEHICLE_AVAILABLE
a9b851ef-c783-486f-b95c-94bc427aef42_gen,is the 2010 genesis available?,IS_THE_VEHICLE_AVAILABLE
19886b24-ff97-4170-a65c-7cbb982684fb_gen,I’d like to get more information about this vehicle and confirm its availability.,IS_THE_VEHICLE_AVAILABLE
c1460d84-eea0-4480-b673-fa6c83f46eed_gen,"Hi,I emailed you about the MAZDA3 you posted on craigslist and wanted to see if it is still available.",IS_THE_VEHICLE_AVAILABLE
57c73801-e66c-41f2-85a9-971ba51c9314_gen,Looking to buy I had a 2015 Z06 that was listed on here and then after I put everything in it said the vehicle wasn't available.,IS_THE_VEHICLE_AVAILABLE
7f84311a-a685-4dbf-b8f8-70d2a30d08b4_gen,Are you still selling your brz?,IS_THE_VEHICLE_AVAILABLE
06ecdf31-6bfa-4730-a195-3851a68d4c72_gen,Is your outback still for sale?,IS_THE_VEHICLE_AVAILABLE
2cc35f29-9925-40ff-96a5-0f4ced1cb733_gen,"Hi,  Is the Subaru Forester still available?",IS_THE_VEHICLE_AVAILABLE
f2e50ae1-4238-4e12-9e7f-cb5f60f30d4b_gen,Is this car still available,IS_THE_VEHICLE_AVAILABLE
8d5d103b-3b28-4018-9258-529d72e51554_gen,"Hi,  Is the car still available?",IS_THE_VEHICLE_AVAILABLE
a9fbb382-9c73-4d88-86be-68dec58f5697_gen,vehicle availability,IS_THE_VEHICLE_AVAILABLE
9e1a6744-a5e4-4639-8ea3-03331ab1d9c2_gen,I just need to check on the status of a car.,IS_THE_VEHICLE_AVAILABLE
bb9e3c4c-ae4e-422f-846a-209503b73a36_gen,"Hi, yes I am wondering if the car is still available?",IS_THE_VEHICLE_AVAILABLE
f38aa48a-2058-47a9-9d54-39871d88e584_gen,"Hi , is the brz still available?",IS_THE_VEHICLE_AVAILABLE
b1bc0860-a706-442b-acd6-c3233db979e1_gen,"Hey, just wanted to check back in to see if your crosstrek is still available.",IS_THE_VEHICLE_AVAILABLE
ca435790-ffac-4b3c-b4ca-e7ef0f941440_gen,"I saw you're post in Craigslist and I'm interested in your car Mazda 3i sport, you still have it?",IS_THE_VEHICLE_AVAILABLE
62f2a540-ea4f-4206-a9ea-c68e40e1b0ce_gen,Is it available for purchase,IS_THE_VEHICLE_AVAILABLE
d105d50d-ffb0-4092-aa64-1368a00cbe2b_gen,Is this car still available?,IS_THE_VEHICLE_AVAILABLE
46693de3-75e6-410c-8e5b-d6d7e6e0a448_gen,Is this vehicle still available?,IS_THE_VEHICLE_AVAILABLE
c3fe36b5-cbf6-4ed2-8960-9e2b5f614f09_gen,Is it still for sale?,IS_THE_VEHICLE_AVAILABLE
075e9b0c-58c2-4b56-939a-bde43c2def22_gen,Is someone else purchasing it?,IS_THE_VEHICLE_AVAILABLE
0a378e7c-d60d-4de9-a28a-395f9cca3a47_gen,It that car still available?,IS_THE_VEHICLE_AVAILABLE
bdc7523d-797d-476e-83c3-0fd313571f16_gen,"I saw on the website a 2011 Kia Sorento that is exactly what we are looking for, unfortunately it's pending a sale.",IS_THE_VEHICLE_AVAILABLE
c99c0a84-92ab-4174-85a4-626ec09246cb_gen,Did that one just come in yesterday?,IS_THE_VEHICLE_AVAILABLE
a6e07c01-5678-45dc-9cc2-77054bf08a07_gen,"Hi, Is the car still available?",IS_THE_VEHICLE_AVAILABLE
941f2b82-138e-4420-9d18-284e82313222_gen,Your site said sale pending.,IS_THE_VEHICLE_AVAILABLE
076531fd-71ab-4e9f-8483-21812a96b28c_gen,hi we are intersted on you subaru can you let as know if you steal have it,IS_THE_VEHICLE_AVAILABLE
ba229921-e347-4b4b-b7ed-cfee9e118ac2_gen,Is this car still available?,IS_THE_VEHICLE_AVAILABLE
b855fc97-9f91-426f-b093-6257cc856842_gen,I was trying to see if a car was still available.,IS_THE_VEHICLE_AVAILABLE
897bd102-8f44-48ca-856a-d3aca9ae6512_gen,I’d like to get more information about this vehicle and confirm its availability.,IS_THE_VEHICLE_AVAILABLE
ba97325f-c92b-4778-9ccf-2f588c43aa1c_gen,Is it still for sale?,IS_THE_VEHICLE_AVAILABLE
2a4f4dfd-e449-4b30-853e-0f7e160dde95_gen,Is it available for pickup today in San Antonio?,IS_THE_VEHICLE_AVAILABLE
923dedf2-bb1e-4e17-a48c-e9088192d438_gen,"Said was taken, but thx",IS_THE_VEHICLE_AVAILABLE
99c63cdc-e131-4e66-9779-417a524ee7e9_gen,Is it still for sell?,IS_THE_VEHICLE_AVAILABLE
b716b5c1-1d8e-498e-91e3-357f598b186d_gen,Can you tell me if stock #T83314 is still available?,IS_THE_VEHICLE_AVAILABLE
9872c29a-1f88-4de4-bf64-deea7648b5c0_gen,"Very interested, is it still available",IS_THE_VEHICLE_AVAILABLE
964ccf8e-a23d-4964-a3b3-c5be77aa2d1d_gen,The link you sent states that this vehicle is not available for purchase.,IS_THE_VEHICLE_AVAILABLE
d42415c7-5fa5-4e20-bc25-07d1ff8e4515_gen,"Hello, it seems this car is no longer available",IS_THE_VEHICLE_AVAILABLE
d94a3109-a639-465f-8d5e-29cecc0d1c3d_gen,It looks like it is gone,IS_THE_VEHICLE_AVAILABLE
3429d104-a423-45eb-8343-ccdf31dea8f1_gen,Are these two Forrester available and are they at the Boerne Subaru dealer?,IS_THE_VEHICLE_AVAILABLE
dcdca755-73d7-4802-91cb-141c7049e20c_gen,We are very interested in this car is it still available?,IS_THE_VEHICLE_AVAILABLE
3dc7964e-1509-4f00-a310-76a9e493cca9_gen,is the car available,IS_THE_VEHICLE_AVAILABLE
77f19a08-44b8-46cf-80b0-6cff545b5148_gen,Looks like it has a purchase pending,IS_THE_VEHICLE_AVAILABLE
ca2d5455-72d6-443c-85ee-5b9f5aec1ddd_gen,"Hi Veronica, Thank you for your response.",IS_THE_VEHICLE_AVAILABLE
bc1844ca-49aa-4824-92f5-cfbe0a13641c_gen,Do you still have the car?,IS_THE_VEHICLE_AVAILABLE
97cc5e42-f33b-4b53-ac1a-63112bc4bcef_gen,Car stock number xxxxxxxxxx defaults to the purchasing screen for me but it's no longer available.,IS_THE_VEHICLE_AVAILABLE
fafcdd18-fff5-47d6-b834-2dc46cc3ed16_gen,"Is it available in Raleigh,  NC right now?",IS_THE_VEHICLE_AVAILABLE
2583ac07-5b2a-4c6a-afa0-3a5889000a52_gen,Are you still selling the car?,IS_THE_VEHICLE_AVAILABLE
ff388884-3b2d-4d82-a57e-b7d50cf83af1_gen,The car is still available?,IS_THE_VEHICLE_AVAILABLE
e5a060bc-bae9-41c6-893a-65851b4525a6_gen,I am interested in buying this car but the website says it is pending- is that true?,IS_THE_VEHICLE_AVAILABLE
94b7711b-148e-4b04-a0da-e519bc70a21e_gen,Checking on the status of a vehicle,IS_THE_VEHICLE_AVAILABLE
a8cd8431-6187-4943-ab93-3baf45519eab_gen,Thanks ...When I try to see details on your website - says someone already reserved it ...,IS_THE_VEHICLE_AVAILABLE
2b639dab-b0dd-4ba6-854d-7e40e5b2d392_gen,Greetings do you still have the Forester for sale.,IS_THE_VEHICLE_AVAILABLE
6227916a-7647-4cf6-b0f4-6e527b7efd3a_gen,When will I know if this car is available?,IS_THE_VEHICLE_AVAILABLE
cb2c7066-4df3-44c7-99bc-378182226a86_gen,Is the vehicle still in inventory?,IS_THE_VEHICLE_AVAILABLE
98f88168-1ef8-4b5b-a4d2-ee9626b0405a_gen,"Hello, I was inquiring about a 2017 Toyota 4Runner TRD Pro that I saw listed on AutoTrader - curious if it was actually available?",IS_THE_VEHICLE_AVAILABLE
0e9fc168-a57a-46ac-bd1a-b257d4627735_gen,Om your webcite it says this vehicle is not Available for sale,IS_THE_VEHICLE_AVAILABLE
944b727f-6e02-4b44-ab17-6b5a5255ea77_gen,I’d like to get more information about this vehicle and confirm its availability.,IS_THE_VEHICLE_AVAILABLE
f3d3b101-d9d0-4d5f-bd0a-a8b2d3bd63ff_gen,Just checking to see if it is available?,IS_THE_VEHICLE_AVAILABLE
3b950977-0774-48ab-811c-aa61aebbfd9c_gen,or currently on lock by another customer?,IS_THE_VEHICLE_AVAILABLE
d50633c0-f4a1-478a-b1c4-d4c6acdebfe5_gen,Hi I'm really interest in this car I was wondering if still pending for purchase or is already available,IS_THE_VEHICLE_AVAILABLE
ff4fd1fb-6a0c-48ad-9eda-37dfbcf2aab8_gen,"Is there anything currently in stock under ¤9,000?",IS_THE_VEHICLE_AVAILABLE
644c150c-d506-4324-bff8-b7e4d9a07389_gen,Is it still available?,IS_THE_VEHICLE_AVAILABLE
2060dbc8-3f99-4070-882e-8ae633aab3ee_gen,Hi- Is the vehicle still available?,IS_THE_VEHICLE_AVAILABLE
c99418b4-316d-4f4a-9cb2-5c2d3d8157a7_gen,So the car I was interested In said it was available but now it says it's pending purchase ...,IS_THE_VEHICLE_AVAILABLE
9318fcdb-d30f-4cc4-88d5-2f9cef1e6a95_gen,I talked to one of your reps yesterday and they told me this same car was sold?,IS_THE_VEHICLE_AVAILABLE
bc2669fa-627c-451b-b08e-27cf943fed7c_gen,It's this car available,IS_THE_VEHICLE_AVAILABLE
f407ec61-6afd-4231-b186-2a40cc41cd37_gen,While taking your tour a pop came saying it was now reserved.,IS_THE_VEHICLE_AVAILABLE
bc37c55e-4d68-4da0-9602-781b138aaf1d_gen,Is it available and how long has it been listed?,IS_THE_VEHICLE_AVAILABLE
85fc859b-33f3-48a4-b2eb-a373ec6add0a_gen,Could you let us know if this subaru is still available and when we can come see it?,IS_THE_VEHICLE_AVAILABLE
71bb723d-078a-4a74-929d-c9ed16e1a38b_gen,Whenever I use the link it says someone has kicked off the process of buying.,IS_THE_VEHICLE_AVAILABLE
35d2760c-a2f0-4feb-99f6-12066cc8952a_gen,So is the Nissan still on hols,IS_THE_VEHICLE_AVAILABLE
d70ce060-dc8b-4119-a902-e0a6f785a784_gen,Still interested in your Prius if it's still for sale.,IS_THE_VEHICLE_AVAILABLE
d53fdc22-2a98-41b4-ad4e-e0cade95a48c_gen,I would like to know if it is still available.,IS_THE_VEHICLE_AVAILABLE
32a93210-199b-4bf2-97b1-b6ee1408b25c_gen,Still have your Outback?,IS_THE_VEHICLE_AVAILABLE
628f0195-da68-4258-bbb9-3c36d332e595_gen,Trying to figure out if a car is a available,IS_THE_VEHICLE_AVAILABLE
4294ab9a-f62f-465e-8702-f029932e8816_gen,Is the vehicle here?,IS_THE_VEHICLE_AVAILABLE
d805ea24-cdb0-4471-9b9f-546bfaafd24a_gen,"Hi, Where is it available?",IS_THE_VEHICLE_AVAILABLE
6e963b5a-68f9-4709-a063-429c3a56bd69_gen,what does car unlocked mean,IS_THE_VEHICLE_AVAILABLE
e244a5b3-4cc4-482b-85c3-9d94ea2647bb_gen,Also not available,IS_THE_VEHICLE_AVAILABLE
6e064806-f59c-4250-9bfe-3d0b7eeab9e9_gen,"Hi, Is the car still available?",IS_THE_VEHICLE_AVAILABLE
129b65fc-b46e-4746-a720-c5162470256e_gen,Is it available?,IS_THE_VEHICLE_AVAILABLE
da1594a4-8f5f-4070-8ce5-819bab59c30e_gen,He said some one is has started the process for the car I'm interested int,IS_THE_VEHICLE_AVAILABLE
4b6893a7-7ff3-487b-87cb-e47016036b44_gen,"Hi, do you sell a bmw 320i?",IS_THE_VEHICLE_AVAILABLE
40bc35a1-161f-4459-b457-f9d14ed95855_gen,How far in the purchase cycle is this stock number: xxxxxxxxxx?,IS_THE_VEHICLE_AVAILABLE
6b4d4dd4-1d85-4970-acb7-8849b69f339e_gen,Looks like someone is already buying it,IS_THE_VEHICLE_AVAILABLE
0e37b54e-8ee2-441a-8d4a-b895e29994fb_gen,is the car available,IS_THE_VEHICLE_AVAILABLE
d38a8b0c-5375-4b2d-bce2-c3385d1a91b1_gen,"Hello i am interested in your subaru brz, do you still have it for sale?",IS_THE_VEHICLE_AVAILABLE
12b2651f-eabc-4946-b6fe-81e7c643169f_gen,are all unavailable.,IS_THE_VEHICLE_AVAILABLE
7c85330d-d843-4362-9e7b-93a73ceb6dc3_gen,Web address says vehicle has been reserved?,IS_THE_VEHICLE_AVAILABLE
b6fb800e-8812-4a75-af2a-5bf41cebfe0a_gen,The car I initially wanted became available.,IS_THE_VEHICLE_AVAILABLE
a9f3c728-56a9-4874-9c40-17d76fff8fea_gen,Is it abailable?,IS_THE_VEHICLE_AVAILABLE
4c81ec33-aa66-456c-a331-647fe1bf4762_gen,Waiting to see what happens with that or if another option becomes available,IS_THE_VEHICLE_AVAILABLE
ee419d43-2fa5-41e5-b5f3-52e24d21adc1_gen,The sales associate told me he had to make sure the car was still there.,IS_THE_VEHICLE_AVAILABLE
05637568-3918-45be-b5f6-fded20695d51_gen,it says someone else is trying to purchase the vehicle,IS_THE_VEHICLE_AVAILABLE
626de1fb-f1d9-48b5-bd09-e26b40b6679b_gen,Is that one still available?,IS_THE_VEHICLE_AVAILABLE
bcc8cd5d-951d-407d-9286-c42635658142_gen,Sold?,IS_THE_VEHICLE_AVAILABLE
9fde7af2-7739-4b98-a187-a86670979754_gen,Do you have car lone facialty available,IS_THE_VEHICLE_AVAILABLE
a032d6ae-171e-46bf-9d7f-aa139c49fd45_gen,Availability,IS_THE_VEHICLE_AVAILABLE
77d938bf-c0bd-47d5-8ac6-de5d6a9f8df3_gen,Is this car available,IS_THE_VEHICLE_AVAILABLE
caec69b6-68a0-4383-90fb-85b7c3ed6282_gen,"Hi,  Is the car still available?",IS_THE_VEHICLE_AVAILABLE
ea6dde73-f9ba-4f17-9506-e1624c477039_gen,Are you selling Civic   http://sfbay.craigslist.org/eby/cto/6115553808.html,IS_THE_VEHICLE_AVAILABLE
2744569d-f2e0-460d-9b45-af2b96f8522c_gen,Do you have anything available in inventory?,IS_THE_VEHICLE_AVAILABLE
118fcd0e-592c-43ab-9bd0-3605a711efe9_gen,Do you have them now?,IS_THE_VEHICLE_AVAILABLE
4afe7a2e-7a5b-4b1d-8776-cdfb5a0a3318_gen,Did someone already buy it?,IS_THE_VEHICLE_AVAILABLE
2dbeac38-7ab4-417c-9c73-b238bd0640ea_gen,is this car not in inventory,IS_THE_VEHICLE_AVAILABLE
83678ba3-23ff-49ba-aaf6-df6b45c54144_gen,"Hello, I'm interested in possibly buying a vehicle with Carvana but it says it's going to be available in 4 days.",IS_THE_VEHICLE_AVAILABLE
b5f3ebb1-7df8-49bf-9623-f10d50363eff_gen,Car availability,IS_THE_VEHICLE_AVAILABLE
3f4f80fd-e4e7-4992-b643-6f8bf7484959_gen,is this car still here,IS_THE_VEHICLE_AVAILABLE
8c1230d5-52f7-4bad-8055-a798e2a266cc_gen,"HI, there is a BMW xxxi xxxx that's pending, I am interested in purchasing that vehicle.",IS_THE_VEHICLE_AVAILABLE
d5011a03-3e83-4314-b685-13b0c6fe6a0e_gen,Is the frs still available?,IS_THE_VEHICLE_AVAILABLE
43037dd8-b503-4c96-a8be-590570134a1c_gen,Is this van available?,IS_THE_VEHICLE_AVAILABLE
b7a49693-3935-4559-a17f-658dcdecf32d_gen,"A few questions: one, is this vehicle still available?",IS_THE_VEHICLE_AVAILABLE
2353cebb-5f79-4020-89b2-0f59e2e58839_gen,It said it's unavailable,IS_THE_VEHICLE_AVAILABLE
b25ea9be-6ce6-47f8-b533-030df5752f2d_gen,Is it sold or coming to your stock later?,IS_THE_VEHICLE_AVAILABLE
b76dc1f3-ef9e-485c-8f31-6abde6bd0bf8_gen,That car does not seem to be available....,IS_THE_VEHICLE_AVAILABLE
f7cccb62-48d2-4868-aec8-0d5eac0adc8b_gen,Is your Mazda still available?,IS_THE_VEHICLE_AVAILABLE
7b311b06-3748-4271-862a-7a05c1c1d3d0_gen,Hi Is your Subaru still available?,IS_THE_VEHICLE_AVAILABLE
82faac5d-7e0b-49e5-8eb7-d74d1c336ee0_gen,Is it locally for sale?,IS_THE_VEHICLE_AVAILABLE
f676a2e2-f9df-49d0-a22d-32513801cef4_gen,Vehicle availability,IS_THE_VEHICLE_AVAILABLE
7ee98561-980c-4823-b765-e2bbb635bfd1_gen,is this available for sale?,IS_THE_VEHICLE_AVAILABLE
31ac53ea-2e1d-4ca3-8202-61d5736a5fda_gen,Why are they not available to purchase?,IS_THE_VEHICLE_AVAILABLE
c778961c-ba27-47f2-a69f-d8eef64b41a0_gen,Is it available and what is the lowest price.,IS_THE_VEHICLE_AVAILABLE
2c415892-0c02-49fc-a9ed-e0bf2dc9b190_gen,Has the vehicle been sold,IS_THE_VEHICLE_AVAILABLE
30c81c36-87b8-47bd-9953-298e15d91b5f_gen,I'd like to get more information about this vehicle and confirm its availability,IS_THE_VEHICLE_AVAILABLE
43f6249d-e4d4-474a-83b6-1d727422967a_gen,Is this car still pending ?,IS_THE_VEHICLE_AVAILABLE
5e0013fc-a956-426b-bd39-6331bfec1485_gen,Still available the car,IS_THE_VEHICLE_AVAILABLE
d549fbdb-cdb4-43a1-8572-801a4ea1b88f_gen,Do you still have the car in your hand?,IS_THE_VEHICLE_AVAILABLE
0bbc8697-cd6c-4997-81b6-ff2daf160b3e_gen,You have on stock these truck,IS_THE_VEHICLE_AVAILABLE
d05970f4-2b55-4922-beef-6e80efe1ce7e_gen,"Hi, Is this car still avaliable?",IS_THE_VEHICLE_AVAILABLE
53b88bd1-b7a7-4ddd-9b43-dcc2f17a57ac_gen,"I checked your website, said its no longer available?",IS_THE_VEHICLE_AVAILABLE
7f55bd33-1832-4bd7-9e88-18f1c24a22e0_gen,I was wondering if the car was still available for sale?,IS_THE_VEHICLE_AVAILABLE
f9340ded-4023-4bc1-9526-fe3aa34c6b3e_gen,vehicle availability,IS_THE_VEHICLE_AVAILABLE
82f2a337-f652-40e6-b872-641f3a7192c4_gen,One was pending,IS_THE_VEHICLE_AVAILABLE
d215c403-46f0-477d-ab35-19d58a2dbd15_gen,"Yes is it available rifht now, I was out of town today.",IS_THE_VEHICLE_AVAILABLE
c853213f-16df-4810-b9ed-6529915217ea_gen,Is this car still available?,IS_THE_VEHICLE_AVAILABLE
8270a4bf-aa02-474f-b7b9-f8d9d3e100fd_gen,Is this vehicle available?,IS_THE_VEHICLE_AVAILABLE
f285e235-58b4-4e51-8714-38455845cf82_gen,"on my page onlt four available , 2 pending nad the rest coming soon",IS_THE_VEHICLE_AVAILABLE
36562858-9982-4bd8-8f0a-81d2453a15cf_gen,Hi I was wondering if your Mazda is still available?,IS_THE_VEHICLE_AVAILABLE
028dab53-d4ef-4280-8d1c-06d333caf23f_gen,Please let me know if the car is still available.,IS_THE_VEHICLE_AVAILABLE
316e6e76-61f8-419c-a94f-7823e2f1f354_gen,"Is this still available, very interested",IS_THE_VEHICLE_AVAILABLE
7bc4fd86-ff3a-4ba4-8f34-27c7e5ebf42c_gen,Your website only tells me that there is always a pending purchase,IS_THE_VEHICLE_AVAILABLE
6b36743e-1090-4443-8378-1fc9dea93db7_gen,Half of these arr not available.,IS_THE_VEHICLE_AVAILABLE
fc7de322-c07f-4526-94d8-e23099ba5684_gen,Let me know if it is available - I am a very serious buyer .,IS_THE_VEHICLE_AVAILABLE
2cda992a-e758-4dc4-9184-dbadfed1eb4d_gen,Why is this car available in 9 days,IS_THE_VEHICLE_AVAILABLE
f0140d68-b8ed-4008-bbc2-3167f1ab825e_gen,Is this car still available?,IS_THE_VEHICLE_AVAILABLE
990b3bab-6e2f-457f-8a63-2e27f2865feb_gen,"But I see that your car is still posted, so I'm assuming it's still available.",IS_THE_VEHICLE_AVAILABLE
fc3c3fda-195e-45ce-9e6e-db3be9ab9e83_gen,Your website indicates that a Purchase is pending.,IS_THE_VEHICLE_AVAILABLE
bb5e1bf6-b889-417b-8b40-158405fd64e2_gen,"Hello,  Is this car still available?",IS_THE_VEHICLE_AVAILABLE
5aa40650-cacc-49ef-883f-24c35acd3e5f_gen,You still got the car for sale?,IS_THE_VEHICLE_AVAILABLE
_unfilled_,Every time I try someone is purchasing,IS_THE_VEHICLE_AVAILABLE
1ec8e2e3-a380-46d1-bbcd-8833aee5b573_gen,Is this car still available,IS_THE_VEHICLE_AVAILABLE
79f66ba9-8e69-42b9-916b-d34cf442b006_gen,Is it still available?,IS_THE_VEHICLE_AVAILABLE
ba1ca8fd-43af-43c8-9907-5b788e2fa007_gen,The car is no longer available right?,IS_THE_VEHICLE_AVAILABLE
2b71c241-ed1f-4e46-9273-1cf856fd3066_gen,How long before pictures are available,IS_THE_VEHICLE_AVAILABLE
8f0d3914-1880-486a-90ba-7f227646c485_gen,Also the 360 degree view isn't available it seems.,IS_THE_VEHICLE_AVAILABLE
db66579f-7888-4da3-a323-d1db4f38adfe_gen,Is it still for sale?,IS_THE_VEHICLE_AVAILABLE
3a7aebc5-003f-4ab4-9066-1f40efc220cc_gen,Still for sale?,IS_THE_VEHICLE_AVAILABLE
062003cf-7b71-4d3d-9e2e-6e7fc6fb05a1_gen,Is this vehicular available for in person review?,IS_THE_VEHICLE_AVAILABLE
f8c8a2c1-29d1-4082-90fa-df506bd62248_gen,Still have the car??,IS_THE_VEHICLE_AVAILABLE
6346847b-fc8d-43bf-ac48-7e161f615156_gen,but its not available right not,IS_THE_VEHICLE_AVAILABLE
7353fcea-23ab-49bc-903d-6354c57f97a1_gen,hello  is your {model} still available,IS_THE_VEHICLE_AVAILABLE
6d1865dd-32b1-4be3-9995-188734ef3b38_gen,Is it still available,IS_THE_VEHICLE_AVAILABLE
b56abe5a-ecda-45dc-be74-73b42943add6_gen,Buy a car that has been currently has not available for purchase,IS_THE_VEHICLE_AVAILABLE
c3b6b1e6-902a-415c-829e-f6322eaecb1e_gen,Im trying to place an order for a car and it keeps saying that there is an unconfirmed vehicle lock and I wanted to know what that means,IS_THE_VEHICLE_AVAILABLE
a8eebed7-ddde-4b91-9223-fb47196e05d6_gen,Did I miss out on it?,IS_THE_VEHICLE_AVAILABLE
66cc2f71-e1db-4de6-8c6a-b4ffa638416e_gen,I say this car is no longer for sale is that correct,IS_THE_VEHICLE_AVAILABLE
5c7d6e92-eb14-4b3b-8b4e-2ccb3faae92d_gen,Is the car I selected available?,IS_THE_VEHICLE_AVAILABLE
33c1f8a9-8f11-4122-ae12-6cfcf5f5c2f5_gen,You had told me yesterday it was available.,IS_THE_VEHICLE_AVAILABLE
db83a5af-5daf-4465-9947-181efb26d2cf_gen,The car IS NOT Available!,IS_THE_VEHICLE_AVAILABLE
35df98b0-afa1-4557-9404-bf6673216ed0_gen,The car in no longer available?,IS_THE_VEHICLE_AVAILABLE
52030f2e-d199-47a1-89ca-e1b66f261c28_gen,"Hi, I live across the bridge but I'm curious if you still have the Subaru available.",IS_THE_VEHICLE_AVAILABLE
